Name,Platform,Year,Genre,Publisher,NA_ Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating,Total_Sales
Star Wars: The Force Unleashed,PS2,2008,Action,LucasArts,0.49,0.0,0.01,0.75,1.25,73.0,6.7,T,1.25
Tom Clancy's Rainbow Six: Vegas,PS3,2007,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25,88.0,8.3,M,1.25
Injustice: Gods Among Us,PS3,2013,Fighting,Warner Bros. Interactive Entertainment,0.48,0.53,0.01,0.23,1.25,81.0,7.9,T,1.25
Pokemon XD: Gale of Darkness,GC,2005,Role-Playing,Nintendo,0.71,0.19,0.31,0.03,1.25,64.0,8.3,E,1.24
Black,PS2,2006,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25,79.0,8.4,M,1.24
RollerCoaster Tycoon 2,PC,2002,Strategy,Atari,1.19,0.05,0.0,0.0,1.25,74.0,8.5,E,1.24
Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003,Action,Eidos Interactive,0.61,0.48,0.0,0.16,1.25,52.0,6.2,T,1.2499999999999998
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,Ubisoft,0.52,0.56,0.0,0.17,1.25,93.0,8.6,T,1.25
Ratchet: Deadlocked,PS2,2005,Shooter,Sony Computer Entertainment,0.85,0.03,0.22,0.14,1.24,81.0,8.9,T,1.2400000000000002
Baldur's Gate: Dark Alliance,PS2,2001,Role-Playing,Virgin Interactive,0.61,0.48,0.0,0.16,1.24,87.0,8.3,T,1.2499999999999998
Tales of Xillia,PS3,2011,Role-Playing,Namco Bandai Games,0.29,0.19,0.67,0.09,1.24,78.0,8.2,T,1.24
Diddy Kong Racing DS,DS,2007,Racing,Nintendo,1.1,0.04,0.0,0.1,1.24,63.0,7.5,E,1.2400000000000002
[Prototype],PS3,2009,Action,Activision,0.65,0.41,0.0,0.19,1.24,78.0,7.8,M,1.25
Assassin's Creed: Bloodlines,PSP,2009,Action,Ubisoft,0.43,0.48,0.05,0.28,1.24,63.0,7.2,M,1.24
The Witcher 3: Wild Hunt,XOne,2015,Role-Playing,Namco Bandai Games,0.66,0.47,0.0,0.11,1.24,92.0,9.2,M,1.24
Ridge Racer V,PS2,2000,Action,Namco Bandai Games,0.24,0.19,0.75,0.06,1.24,78.0,7.7,E,1.24
WWE SmackDown vs. Raw 2009,PS2,2008,Fighting,THQ,0.69,0.0,0.0,0.55,1.24,78.0,6.9,T,1.24
Star Wars Episode III: Revenge of the Sith,XB,2005,Action,Activision,0.82,0.38,0.0,0.04,1.24,60.0,7.2,T,1.24
Ben 10: Protector of Earth,Wii,2007,Action,D3Publisher,0.55,0.55,0.0,0.13,1.23,63.0,7.7,E10+,1.23
Frogger: The Great Quest,PS2,2001,Platform,Konami Digital Entertainment,0.6,0.47,0.0,0.16,1.23,32.0,4.6,E,1.2299999999999998
2010 FIFA World Cup South Africa,PS3,2010,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23,82.0,7.8,E,1.23
Ninja Gaiden,XB,2004,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23,91.0,8.8,M,1.2300000000000002
Crash Bandicoot: The Wrath of Cortex,XB,2002,Platform,Universal Interactive,0.59,0.57,0.0,0.07,1.23,66.0,7.1,E,1.23
Driv3r,PS2,2004,Racing,Atari,0.6,0.47,0.0,0.16,1.23,57.0,5.5,M,1.2299999999999998
Guitar Hero: Aerosmith,X360,2008,Misc,Activision,1.0,0.14,0.0,0.1,1.23,73.0,7.2,T,1.2400000000000002
Medal of Honor: Airborne,PS3,2007,Shooter,Electronic Arts,0.25,0.7,0.03,0.25,1.23,75.0,7.6,T,1.23
SpongeBob SquarePants: Battle for Bikini Bottom,GBA,2003,Platform,THQ,0.88,0.33,0.0,0.02,1.23,71.0,9.0,E,1.23
Donkey Kong Country 2,GBA,2004,Platform,Nintendo,0.79,0.27,0.12,0.04,1.23,80.0,9.1,E,1.2200000000000002
Bayonetta,PS3,2009,Action,Sega,0.44,0.41,0.21,0.17,1.23,87.0,7.7,M,1.23
Star Wars: Battlefront II,PSP,2005,Shooter,LucasArts,1.05,0.06,0.01,0.11,1.23,84.0,9.0,T,1.2300000000000002
Madden NFL 17,PS4,2016,Sports,Electronic Arts,0.92,0.08,0.0,0.23,1.23,82.0,4.9,E,1.23
Boom Blox,Wii,2008,Puzzle,Electronic Arts,0.72,0.38,0.0,0.12,1.23,85.0,8.6,E,1.2200000000000002
Fallout 4,PC,2015,Role-Playing,Bethesda Softworks,0.5,0.63,0.0,0.1,1.23,87.0,6.5,M,1.23
The Sims 2: Castaway,Wii,2007,Simulation,Electronic Arts,0.45,0.64,0.0,0.14,1.23,73.0,8.2,T,1.23
LEGO Batman 2: DC Super Heroes,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.5,0.53,0.0,0.2,1.22,79.0,7.2,E10+,1.23
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Fighting,Namco Bandai Games,0.42,0.47,0.15,0.18,1.22,76.0,8.3,T,1.2199999999999998
Mario Power Tennis,GC,2004,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22,80.0,8.5,E,1.23
F1 2011,PS3,2011,Racing,Codemasters,0.12,0.75,0.11,0.25,1.22,82.0,7.1,E,1.23
Cars,PSP,2006,Racing,THQ,0.72,0.29,0.0,0.21,1.22,71.0,8.4,E,1.22
Golden Sun: The Lost Age,GBA,2002,Role-Playing,Nintendo,0.61,0.27,0.27,0.07,1.22,86.0,9.5,E,1.22
Max Payne,XB,2001,Shooter,Take-Two Interactive,0.98,0.19,0.0,0.05,1.22,80.0,8.5,M,1.22
NBA 2K2,PS2,2002,Sports,Sega,0.59,0.46,0.01,0.15,1.22,89.0,7.8,E,1.21
Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,Capcom,0.55,0.44,0.14,0.09,1.22,85.0,8.1,T,1.22
Cars,PS2,2006,Racing,THQ,1.01,0.04,0.0,0.16,1.21,71.0,8.4,E,1.21
Fuzion Frenzy,XB,2001,Misc,Microsoft Game Studios,0.93,0.24,0.0,0.04,1.21,70.0,6.9,E,1.21
Call of Duty: Finest Hour,XB,2004,Shooter,Activision,0.78,0.4,0.0,0.04,1.21,76.0,7.7,T,1.2200000000000002
FIFA Soccer 11,PSP,2010,Sports,Electronic Arts,0.13,0.7,0.01,0.37,1.21,89.0,8.0,E,1.21
Sly Cooper and the Thievius Raccoonus,PS2,2002,Platform,Sony Computer Entertainment,1.03,0.14,0.0,0.04,1.21,86.0,8.6,E,1.21
LEGO Indiana Jones 2: The Adventure Continues,DS,2009,Action,Activision,0.66,0.43,0.0,0.12,1.21,72.0,6.1,E10+,1.21
Dino Crisis 2,PS,2000,Action,Virgin Interactive,0.34,0.49,0.28,0.1,1.21,86.0,9.0,M,1.2100000000000002
Need for Speed Underground,GC,2003,Racing,Electronic Arts,0.69,0.48,0.01,0.03,1.21,85.0,8.6,E,1.21
The Lord of the Rings: The Fellowship of the Ring,PS2,2002,Action,Black Label Games,0.59,0.46,0.0,0.15,1.2,59.0,5.1,T,1.2
LEGO Star Wars III: The Clone Wars,PS3,2011,Action,LucasArts,0.52,0.49,0.0,0.2,1.2,76.0,7.7,E10+,1.21
ATV Offroad Fury 3,PS2,2004,Racing,SouthPeak Games,1.0,0.04,0.0,0.16,1.2,78.0,8.4,E,1.2
Pikmin 2,GC,2004,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2,90.0,9.1,E,1.2
Just Dance 2016,Wii,2015,Misc,Ubisoft,0.52,0.59,0.0,0.1,1.2,73.0,6.9,E10+,1.21
Disney Sing It,Wii,2008,Misc,Disney Interactive Studios,0.77,0.31,0.0,0.12,1.2,53.0,5.2,E,1.2000000000000002
Battlefield: Hardline,XOne,2015,Shooter,Electronic Arts,0.72,0.37,0.01,0.11,1.2,73.0,5.0,M,1.21
WWE 2K16,PS4,2015,Sports,Take-Two Interactive,0.41,0.6,0.0,0.19,1.2,73.0,7.4,T,1.2
Enter the Matrix,XB,2003,Action,Atari,0.72,0.43,0.01,0.04,1.2,62.0,8.1,T,1.2
NHL 2002,PS2,2001,Sports,Electronic Arts,0.59,0.46,0.0,0.15,1.2,92.0,8.5,E,1.2
Mario vs. Donkey Kong 2: March of the Minis,DS,2006,Puzzle,Nintendo,0.74,0.03,0.36,0.07,1.2,76.0,7.9,E,1.2
PokéPark Wii: Pikachu's Adventure,Wii,2009,Adventure,Nintendo,0.55,0.17,0.42,0.06,1.2,62.0,7.2,E,1.2000000000000002
One Piece: Pirate Warriors,PS3,2012,Action,Namco Bandai Games,0.01,0.24,0.86,0.09,1.2,64.0,6.5,T,1.2
WWE 2K14,PS3,2013,Sports,Take-Two Interactive,0.49,0.49,0.0,0.21,1.19,74.0,7.5,T,1.19
Metal Gear Solid: Portable Ops,PSP,2006,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.09,1.19,87.0,8.2,M,1.2
Captain Toad: Treasure Tracker,WiiU,2014,Puzzle,Nintendo,0.56,0.36,0.19,0.09,1.19,81.0,8.6,E,1.2000000000000002
WWE SmackDown vs Raw 2008,PSP,2007,Fighting,THQ,0.45,0.47,0.0,0.28,1.19,71.0,7.2,T,1.2
The Simpsons: Road Rage,GBA,2003,Racing,THQ,0.86,0.32,0.0,0.02,1.19,64.0,7.7,T,1.2
Pro Evolution Soccer 2008,Wii,2008,Sports,Konami Digital Entertainment,0.09,0.84,0.11,0.15,1.19,82.0,7.9,E,1.19
SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002,Platform,THQ,0.92,0.23,0.0,0.04,1.19,71.0,7.7,E,1.1900000000000002
Scarface: The World is Yours,PS2,2006,Action,Vivendi Games,0.99,0.04,0.0,0.16,1.19,75.0,8.6,M,1.19
FIFA 14,XOne,2013,Sports,Electronic Arts,0.41,0.66,0.0,0.12,1.19,86.0,4.3,E,1.19
Spider-Man: The Movie,GC,2002,Action,Activision,0.86,0.27,0.01,0.04,1.19,76.0,7.9,E,1.18
NBA 2K17,PS4,2016,Sports,Take-Two Interactive,0.83,0.14,0.0,0.22,1.19,88.0,6.7,E,1.19
Pokemon Super Mystery Dungeon,3DS,2015,Role-Playing,Nintendo,0.46,0.31,0.33,0.08,1.19,69.0,8.8,E,1.1800000000000002
Just Dance 4,X360,2012,Misc,Ubisoft,0.9,0.2,0.0,0.08,1.19,74.0,7.3,E10+,1.1800000000000002
Resident Evil: Operation Raccoon City,PS3,2012,Action,Capcom,0.48,0.25,0.36,0.1,1.18,52.0,4.9,M,1.19
LEGO Indiana Jones: The Original Adventures,PSP,2008,Action,LucasArts,0.4,0.49,0.0,0.29,1.18,77.0,7.5,E10+,1.18
Tony Hawk's Pro Skater 2,GBA,2001,Sports,Activision,0.85,0.31,0.0,0.02,1.18,98.0,7.7,T,1.18
WWE '12,PS3,2011,Fighting,THQ,0.53,0.46,0.02,0.17,1.18,71.0,6.3,T,1.18
WWE SmackDown vs. Raw 2010,PS3,2009,Fighting,THQ,0.48,0.49,0.01,0.2,1.18,81.0,8.1,T,1.18
Plants vs. Zombies,DS,2011,Strategy,Mastertronic,0.95,0.15,0.0,0.08,1.18,81.0,7.4,E10+,1.18
Sonic the Hedgehog,PS3,2006,Platform,Sega,0.41,0.07,0.04,0.66,1.18,43.0,4.1,E10+,1.1800000000000002
Spore,PC,2008,Strategy,Electronic Arts,0.03,1.06,0.0,0.09,1.17,84.0,5.3,E10+,1.1800000000000002
Your Shape: Fitness Evolved 2012,X360,2011,Sports,Ubisoft,0.7,0.37,0.0,0.1,1.17,77.0,7.6,E,1.17
Army of Two,PS3,2008,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17,72.0,7.6,M,1.17
Gun,PS2,2005,Shooter,Activision,0.98,0.04,0.0,0.16,1.17,77.0,8.7,M,1.18
Ty the Tasmanian Tiger,PS2,2002,Platform,Electronic Arts,0.57,0.45,0.0,0.15,1.17,70.0,8.8,E,1.17
Sonic Rush Adventure,DS,2007,Platform,Sega,0.54,0.49,0.01,0.12,1.17,78.0,8.2,E,1.1600000000000001
Medal of Honor: Warfighter,X360,2012,Action,Electronic Arts,0.58,0.47,0.01,0.1,1.17,55.0,6.0,M,1.16
Cabela's Dangerous Hunts,PS2,2003,Sports,Zoo Digital Publishing,0.57,0.45,0.0,0.15,1.17,57.0,8.4,T,1.17
Medal of Honor: Rising Sun,XB,2003,Shooter,Electronic Arts,0.76,0.36,0.0,0.05,1.17,68.0,7.6,T,1.1700000000000002
Football Manager 2013,PC,2012,Sports,Sega,0.0,0.95,0.0,0.22,1.17,86.0,6.7,,1.17
Mirror's Edge,X360,2008,Platform,Electronic Arts,0.51,0.51,0.01,0.13,1.17,79.0,7.6,T,1.1600000000000001
Destiny: The Taken King,XOne,2015,Shooter,Activision,0.82,0.23,0.0,0.11,1.17,86.0,6.0,T,1.1600000000000001
Mario vs. Donkey Kong,GBA,2004,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17,81.0,8.0,E,1.1600000000000001
007: Quantum of Solace,PS3,2008,Action,Activision,0.43,0.52,0.02,0.2,1.16,65.0,7.1,T,1.17
Fallout: New Vegas,PC,2010,Role-Playing,Bethesda Softworks,0.58,0.45,0.0,0.14,1.16,84.0,8.1,M,1.17
Need for Speed: Most Wanted,PSV,2012,Racing,Electronic Arts,0.38,0.52,0.01,0.25,1.16,82.0,9.1,T,1.1600000000000001
Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,Square Enix,0.45,0.25,0.3,0.16,1.16,88.0,8.0,T,1.16
Midnight Club 3: DUB Edition Remix,PS2,2006,Racing,Take-Two Interactive,0.97,0.04,0.0,0.16,1.16,85.0,8.9,E10+,1.17
Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Shooter,Ubisoft,0.57,0.44,0.0,0.15,1.16,70.0,6.3,T,1.16
SingStar,PS3,2007,Misc,Sony Computer Entertainment,0.45,0.58,0.0,0.13,1.16,82.0,5.9,T,1.1600000000000001
LEGO Star Wars III: The Clone Wars,DS,2011,Action,LucasArts,0.66,0.39,0.0,0.11,1.16,76.0,7.7,E10+,1.1600000000000001
NASCAR Thunder 2002,PS2,2001,Racing,Electronic Arts,0.57,0.44,0.0,0.15,1.16,85.0,8.5,E,1.16
Medal of Honor Heroes 2,PSP,2007,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.16,69.0,7.3,T,1.1600000000000001
Sniper: Ghost Warrior,X360,2010,Shooter,City Interactive,0.54,0.51,0.0,0.12,1.16,45.0,5.8,M,1.17
Rocksmith,PS3,2011,Misc,Ubisoft,0.52,0.38,0.09,0.17,1.16,80.0,8.3,T,1.16
FIFA Soccer 10,PSP,2009,Sports,Electronic Arts,0.15,0.68,0.01,0.32,1.16,91.0,7.6,E,1.1600000000000001
Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,Electronic Arts,0.51,0.54,0.0,0.1,1.16,69.0,7.3,E10+,1.1500000000000001
Worldwide Soccer Manager 2009,PC,2008,Simulation,Sega,0.0,1.14,0.0,0.01,1.15,83.0,8.1,E,1.15
Omerta: City of Gangsters,PS3,2011,Simulation,Konami Digital Entertainment,0.52,0.46,0.0,0.17,1.15,43.0,3.3,T,1.15
Gauntlet: Dark Legacy,PS2,2001,Action,Midway Games,0.56,0.44,0.0,0.15,1.15,73.0,8.3,T,1.15
Ninja Gaiden Sigma,PS3,2007,Action,Eidos Interactive,0.57,0.33,0.09,0.16,1.15,88.0,7.5,M,1.15
Bad Boys: Miami Takedown,PS2,2004,Shooter,Empire Interactive,0.56,0.44,0.0,0.15,1.15,43.0,3.4,M,1.15
Sonic and the Black Knight,Wii,2009,Platform,Sega,0.69,0.35,0.01,0.11,1.15,54.0,6.9,E10+,1.1600000000000001
Call of Duty 4: Modern Warfare,PC,2007,Shooter,Activision,0.0,1.12,0.0,0.03,1.15,94.0,8.4,M,1.1500000000000001
Donkey Konga,GC,2003,Misc,Nintendo,0.5,0.16,0.46,0.03,1.15,76.0,8.3,E,1.1500000000000001
Fight Night Champion,PS3,2011,Fighting,Electronic Arts,0.45,0.51,0.0,0.19,1.15,84.0,7.3,M,1.15
Tak and the Power of Juju,PS2,2003,Platform,THQ,0.56,0.44,0.0,0.15,1.15,68.0,9.0,E,1.15
Pokemon Rumble Blast,3DS,2011,Action,Nintendo,0.47,0.26,0.35,0.07,1.14,56.0,7.1,E10+,1.1500000000000001
Tenchu: Wrath of Heaven,PS2,2003,Action,Activision,0.44,0.34,0.25,0.11,1.14,79.0,8.4,M,1.1400000000000001
Shadow of the Colossus,PS2,2005,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14,91.0,9.1,T,1.1400000000000001
Hot Shots Golf: Out of Bounds,PS3,2007,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14,81.0,8.8,E,1.1400000000000001
Dance Dance Revolution Extreme 2,PS2,2005,Simulation,Konami Digital Entertainment,0.95,0.04,0.0,0.16,1.14,76.0,9.0,E10+,1.15
Mirror's Edge,PS3,2008,Platform,Electronic Arts,0.31,0.59,0.02,0.22,1.14,79.0,7.6,T,1.14
Rabbids Go Home,Wii,2009,Platform,Ubisoft,0.26,0.75,0.0,0.14,1.14,78.0,8.3,E10+,1.15
The Lord of the Rings: The Return of the King,XB,2003,Action,Electronic Arts,0.71,0.38,0.0,0.05,1.14,85.0,8.7,T,1.14
Guitar Hero 5,X360,2009,Misc,Activision,0.65,0.37,0.0,0.11,1.14,89.0,6.9,T,1.1300000000000001
Mobile Suit Gundam: Federation vs. Zeon,PS2,2001,Simulation,Atari,0.12,0.1,0.88,0.03,1.14,73.0,8.8,T,1.1300000000000001
Need for Speed Underground 2,GC,2004,Racing,Electronic Arts,0.7,0.39,0.01,0.03,1.14,82.0,8.6,E,1.13
MechAssault,XB,2002,Simulation,Microsoft Game Studios,1.01,0.1,0.0,0.03,1.13,87.0,8.0,T,1.1400000000000001
ModNation Racers,PS3,2010,Racing,Sony Computer Entertainment,0.5,0.41,0.06,0.16,1.13,82.0,8.4,E,1.13
LEGO Star Wars III: The Clone Wars,3DS,2011,Action,LucasArts,0.61,0.43,0.0,0.09,1.13,76.0,7.7,E10+,1.1300000000000001
Cars,GBA,2006,Racing,THQ,0.81,0.3,0.0,0.02,1.13,71.0,8.4,E,1.1300000000000001
Fantasy Life,3DS,2012,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13,73.0,8.6,E10+,1.13
Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004,Shooter,Ubisoft,0.99,0.12,0.0,0.02,1.13,84.0,8.6,M,1.13
WWE 2K15,PS4,2014,Sports,Take-Two Interactive,0.38,0.56,0.0,0.19,1.13,62.0,5.1,T,1.1300000000000001
WWE 2K14,X360,2013,Sports,Take-Two Interactive,0.64,0.39,0.0,0.1,1.13,74.0,7.5,T,1.1300000000000001
Alien: Isolation,PS4,2014,Shooter,Sega,0.34,0.56,0.04,0.19,1.13,79.0,8.1,M,1.1300000000000001
Yakuza 3,PS3,2009,Action,Sega,0.21,0.21,0.62,0.08,1.13,79.0,8.1,M,1.12
The Beatles: Rock Band,PS3,2009,Misc,MTV Games,0.67,0.3,0.0,0.15,1.13,89.0,8.9,T,1.1199999999999999
Dragon Age II,X360,2011,Action,Electronic Arts,0.72,0.3,0.01,0.09,1.12,79.0,4.5,M,1.12
Supercar Street Challenge,PS2,2001,Racing,Activision,0.55,0.43,0.0,0.14,1.12,57.0,7.6,E,1.12
Crackdown 2,X360,2010,Shooter,Microsoft Game Studios,0.63,0.37,0.02,0.1,1.12,70.0,6.0,M,1.12
Castlevania: Lords of Shadow,PS3,2010,Action,Konami Digital Entertainment,0.5,0.37,0.1,0.16,1.12,85.0,8.0,M,1.13
Rocksmith,X360,2011,Misc,Ubisoft,0.84,0.2,0.01,0.08,1.12,80.0,8.3,T,1.1300000000000001
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,Shooter,Sony Computer Entertainment,1.03,0.0,0.01,0.08,1.12,82.0,8.6,M,1.12
Call Of Duty 2: Big Red One,XB,2005,Shooter,Activision,0.66,0.4,0.0,0.05,1.12,77.0,8.2,T,1.11
Guitar Hero 5,PS2,2009,Misc,Activision,0.28,0.3,0.0,0.54,1.12,89.0,6.9,T,1.12
Worldwide Soccer Manager 2008,PC,2007,Sports,Russel,0.0,1.12,0.0,0.0,1.12,86.0,8.0,E,1.12
Spider-Man 2,XB,2004,Action,Activision,0.82,0.26,0.0,0.04,1.12,80.0,8.9,T,1.12
Counter-Strike,XB,2003,Shooter,Microsoft Game Studios,0.85,0.23,0.0,0.04,1.11,74.0,7.6,M,1.12
GRID,PS3,2008,Racing,Codemasters,0.31,0.57,0.03,0.2,1.11,87.0,8.1,E,1.1099999999999999
Guitar Hero Encore: Rocks The 80s,PS2,2007,Misc,RedOctane,0.92,0.04,0.0,0.15,1.11,69.0,6.3,T,1.11
Sunset Overdrive,XOne,2014,Shooter,Microsoft Game Studios,0.62,0.4,0.0,0.08,1.11,81.0,7.7,M,1.1
Tom Clancy's Splinter Cell: Chaos Theory,XB,2005,Action,Ubisoft,0.68,0.38,0.0,0.05,1.11,94.0,9.0,M,1.11
Need for Speed: ProStreet,Wii,2007,Racing,Electronic Arts,0.54,0.46,0.0,0.12,1.11,62.0,6.2,E10+,1.12
Pikmin 3,WiiU,2013,Strategy,Nintendo,0.45,0.31,0.29,0.06,1.11,87.0,8.7,E10+,1.11
Guitar Hero 5,PS3,2009,Misc,Activision,0.53,0.4,0.0,0.17,1.1,89.0,6.9,T,1.1
Medal of Honor: Airborne,X360,2007,Shooter,Electronic Arts,0.45,0.53,0.01,0.12,1.1,75.0,7.6,T,1.1099999999999999
The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,Nintendo,0.52,0.33,0.17,0.08,1.1,73.0,7.6,E,1.1
LEGO The Lord of the Rings,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.36,0.53,0.0,0.21,1.1,80.0,8.5,E10+,1.1
WWE SmackDown vs. Raw 2011,PS3,2010,Fighting,THQ,0.44,0.46,0.01,0.18,1.1,74.0,6.9,T,1.09
NERF N-Strike,Wii,2008,Shooter,Electronic Arts,0.92,0.09,0.0,0.09,1.1,66.0,4.4,E10+,1.1
NBA Live 2001,PS2,2001,Sports,Electronic Arts,0.52,0.4,0.04,0.13,1.1,86.0,8.0,E,1.09
Tales of Symphonia,GC,2003,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1,86.0,8.5,T,1.1
Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.1,68.0,7.6,T,1.1
Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,Square Enix,0.31,0.22,0.45,0.12,1.1,66.0,5.9,T,1.1
Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,0.43,0.41,0.0,0.25,1.09,73.0,6.7,T,1.0899999999999999
The Simpsons Game,PSP,2007,Action,Electronic Arts,0.24,0.55,0.0,0.31,1.09,68.0,8.2,T,1.1
Yakuza 2,PS2,2006,Adventure,Sega,0.05,0.04,0.84,0.16,1.09,77.0,8.1,M,1.0899999999999999
Skate 2,X360,2009,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09,84.0,8.0,T,1.09
Dragon Ball Z: The Legacy of Goku II,GBA,2003,Role-Playing,Atari,0.78,0.29,0.0,0.02,1.09,75.0,8.9,E,1.09
Virtua Fighter 5,PS3,2007,Fighting,Sega,0.29,0.52,0.08,0.2,1.09,85.0,7.4,T,1.09
NFL 2K1,DC,2000,Sports,Sega,1.02,0.05,0.0,0.02,1.09,97.0,6.0,E,1.09
Namco Museum Battle Collection,PSP,2005,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.09,73.0,7.2,E10+,1.0899999999999999
LEGO Star Wars II: The Original Trilogy,DS,2006,Action,LucasArts,0.96,0.04,0.0,0.08,1.09,84.0,9.0,E10+,1.08
Madden NFL 2004,XB,2003,Sports,Electronic Arts,1.02,0.02,0.0,0.05,1.09,94.0,8.5,E,1.09
Empire: Total War,PC,2009,Strategy,Sega,0.01,0.97,0.0,0.11,1.09,90.0,6.9,T,1.09
The Godfather,PS2,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,75.0,8.3,M,1.08
Tiger Woods PGA Tour 10,Wii,2009,Sports,Electronic Arts,0.61,0.37,0.0,0.11,1.09,88.0,8.8,E,1.09
Star Wars: Bounty Hunter,PS2,2002,Shooter,LucasArts,0.53,0.42,0.0,0.14,1.09,65.0,8.3,T,1.0899999999999999
Dante's Inferno,PS3,2010,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.09,75.0,7.5,M,1.09
Skylanders Giants,PS3,2012,Action,Activision,0.35,0.52,0.0,0.22,1.09,78.0,7.0,E10+,1.09
Endless Ocean,Wii,2007,Adventure,Nintendo,0.44,0.47,0.09,0.09,1.09,72.0,8.1,E,1.0899999999999999
Sonic Free Riders,X360,2010,Racing,Sega,0.74,0.26,0.0,0.09,1.09,47.0,2.1,E,1.09
NASCAR Thunder 2004,PS2,2003,Racing,Electronic Arts,0.53,0.41,0.0,0.14,1.08,88.0,8.9,E,1.08
Prince of Persia,PS3,2008,Action,Ubisoft,0.47,0.41,0.03,0.18,1.08,85.0,7.3,T,1.0899999999999999
SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,2002,Platform,THQ,0.53,0.41,0.0,0.14,1.08,71.0,7.7,E,1.08
Grand Theft Auto V,PC,2015,Action,Take-Two Interactive,0.36,0.64,0.0,0.08,1.08,97.0,8.2,M,1.08
Resident Evil: The Darkside Chronicles,Wii,2009,Action,Capcom,0.48,0.32,0.2,0.09,1.08,75.0,8.0,M,1.09
NCAA Football 13,X360,2012,Action,Electronic Arts,1.02,0.0,0.0,0.06,1.08,76.0,5.5,E,1.08
Grand Theft Auto: Chinatown Wars,PSP,2009,Action,Take-Two Interactive,0.28,0.5,0.03,0.28,1.08,93.0,8.3,M,1.09
FIFA Soccer 11,Wii,2010,Sports,Electronic Arts,0.26,0.69,0.0,0.12,1.08,89.0,8.0,E,1.0699999999999998
The Orange Box,PS3,2007,Shooter,Electronic Arts,0.28,0.59,0.0,0.22,1.08,96.0,8.9,M,1.09
Tomb Raider: Underworld,X360,2008,Action,Eidos Interactive,0.53,0.43,0.01,0.11,1.08,75.0,7.2,T,1.08
Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,Ubisoft,0.64,0.34,0.0,0.1,1.08,80.0,8.9,T,1.08
DiRT 3,PS3,2011,Racing,Codemasters,0.27,0.59,0.01,0.21,1.08,87.0,7.1,T,1.08
LEGO City Undercover,WiiU,2013,Platform,Nintendo,0.47,0.4,0.13,0.08,1.08,80.0,8.2,E10+,1.08
Spore Creatures,DS,2008,Simulation,Electronic Arts,0.67,0.3,0.0,0.11,1.08,65.0,6.5,E,1.08
Dragon Ball Z: Taiketsu,GBA,2003,Fighting,Atari,0.77,0.29,0.0,0.02,1.08,40.0,6.1,T,1.08
Star Fox: Assault,GC,2005,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08,67.0,8.1,T,1.08
Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,Namco Bandai Games,0.49,0.35,0.09,0.16,1.08,75.0,8.6,T,1.0899999999999999
Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011,Fighting,Capcom,0.79,0.18,0.03,0.07,1.08,84.0,7.3,T,1.07
NCAA Football 14,X360,2013,Sports,Electronic Arts,1.01,0.0,0.0,0.06,1.07,77.0,5.8,E,1.07
Call of Duty 3,PS2,2006,Shooter,Activision,0.89,0.03,0.0,0.15,1.07,82.0,6.5,T,1.07
